Regione;Anno;Media;Minimo;Massimo;DeviazioneStandard;Conteggio
Trentino-Alto Adige;2007;0.0;0;0;0.0;19
Trentino-Alto Adige;2008;0.0;0;0;0.0;20
Trentino-Alto Adige;2009;0.0;0;0;0.0;19
Trentino-Alto Adige;2010;0.0;0;0;0.0;19
Trentino-Alto Adige;2011;0.0;0;0;0.0;19
Trentino-Alto Adige;2012;0.0;0;0;0.0;12
Trentino-Alto Adige;2013;0.0;0;0;0.0;11
Trentino-Alto Adige;2014;0.0;0;0;0.0;11
Trentino-Alto Adige;2015;0.0;0;0;0.0;10
Trentino-Alto Adige;2016;0.0;0;0;0.0;10
Trentino-Alto Adige;2017;0.1;0;1;0.31622776601683794;10
Trentino-Alto Adige;2018;0.0;0;0;0.0;10
Trentino-Alto Adige;2019;0.1;0;1;0.31622776601683794;10
Trentino-Alto Adige;2020;0.0;0;0;0.0;10
Trentino-Alto Adige;2021;0.0;0;0;0.0;10
Trentino-Alto Adige;2022;0.0;0;0;0.0;10
Umbria;2002;0.0;0;0;0.0;3
Umbria;2003;0.0;0;0;0.0;3
Umbria;2004;0.0;0;0;0.0;2
Umbria;2005;0.0;0;0;0.0;2
Umbria;2006;0.0;0;0;0.0;9
Umbria;2007;0.0;0;0;0.0;9
Umbria;2008;0.0;0;0;0.0;10
Umbria;2009;0.0;0;0;0.0;11
Umbria;2010;0.0;0;0;0.0;12
Umbria;2011;0.0;0;0;0.0;11
Umbria;2012;0.0;0;0;0.0;11
Umbria;2013;0.0;0;0;0.0;7
Umbria;2014;0.0;0;0;0.0;7
Umbria;2015;0.0;0;0;0.0;7
Umbria;2016;0.0;0;0;0.0;7
Umbria;2017;0.0;0;0;0.0;7
Umbria;2018;0.0;0;0;0.0;7
Umbria;2019;0.0;0;0;0.0;7
Umbria;2020;0.0;0;0;0.0;7
Umbria;2021;0.0;0;0;0.0;6
Umbria;2022;0.0;0;0;0.0;6
Valle d'Aosta;2002;0.0;0;0;;1
Valle d'Aosta;2003;0.75;0;3;1.5;4
Valle d'Aosta;2004;0.0;0;0;0.0;4
Valle d'Aosta;2005;0.0;0;0;0.0;4
Valle d'Aosta;2006;0.0;0;0;0.0;5
Valle d'Aosta;2007;0.0;0;0;0.0;5
Valle d'Aosta;2008;0.0;0;0;0.0;5
Valle d'Aosta;2009;0.0;0;0;0.0;5
Valle d'Aosta;2010;0.0;0;0;0.0;5
Valle d'Aosta;2011;0.0;0;0;0.0;5
Valle d'Aosta;2012;0.0;0;0;0.0;5
Valle d'Aosta;2013;0.0;0;0;0.0;5
Valle d'Aosta;2014;0.0;0;0;0.0;4
Valle d'Aosta;2015;0.0;0;0;0.0;5
Valle d'Aosta;2016;0.0;0;0;0.0;5
Valle d'Aosta;2017;0.0;0;0;0.0;5
Valle d'Aosta;2018;0.0;0;0;0.0;5
Valle d'Aosta;2019;0.0;0;0;0.0;4
Valle d'Aosta;2020;0.0;0;0;0.0;4
Valle d'Aosta;2021;0.0;0;0;0.0;4
Valle d'Aosta;2022;0.0;0;0;0.0;4
Veneto;2002;0.0;0;0;0.0;8
Veneto;2003;1.1666666666666667;0;3;1.3291601358251257;6
Veneto;2004;0.0;0;0;0.0;8
Veneto;2005;0.0;0;0;0.0;8
Veneto;2006;0.375;0;2;0.7440238091428449;8
Veneto;2007;0.32;0;2;0.6271629240742259;25
Veneto;2008;0.0;0;0;0.0;36
Veneto;2009;0.0;0;0;0.0;35
Veneto;2010;0.0;0;0;0.0;35
Veneto;2011;0.0;0;0;0.0;39
Veneto;2012;0.04;0;1;0.19999999999999998;25
Veneto;2013;0.125;0;3;0.6123724356957946;24
Veneto;2014;0.0;0;0;0.0;24
Veneto;2015;0.04;0;1;0.2;25
Veneto;2016;0.0;0;0;0.0;25
Veneto;2017;0.08;0;1;0.27688746209726917;25
Veneto;2018;0.0;0;0;0.0;25
Veneto;2019;0.375;0;1;0.49453535504684026;24
Veneto;2020;0.0;0;0;0.0;24
Veneto;2021;0.0;0;0;0.0;24
Veneto;2022;0.0;0;0;0.0;24
